"","scaffold","start_position","end_position","length","exon_length","biotype","go_terms"
"ENSG00000113569","5",37288137,37371181,83045,83045,"protein_coding","membrane|nuclear pore|protein binding|nucleus|transport|mRNA export from nucleus|viral process|nuclear membrane|protein transport|RNA export from nucleus|tRNA export from nucleus|protein import into nucleus|mitotic nuclear envelope disassembly|regulation of glucose transport|protein sumoylation|viral transcription|gene silencing by RNA|mRNA transport|intracellular transport of virus|regulation of cellular response to heat|nuclear envelope|transporter activity|structural constituent of nuclear pore|transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery|nuclear envelope organization|atrial cardiac muscle cell action potential|nuclear pore inner ring|nucleocytoplasmic transport|protein targeting to nuclear inner membrane"
"ENSG00000113575","5",134194334,134226142,31809,31809,"protein_coding","plasma membrane|membrane|protein binding|chromosome, centromeric region|nucleus|chromosome|cytoplasm|cytosol|cytoskeleton|spindle pole|metal ion binding|hydrolase activity|mitochondrion|regulation of transcription, DNA-templated|extracellular exosome|apoptotic process|ceramide metabolic process|phosphoprotein phosphatase activity|protein dephosphorylation|meiotic cell cycle|protein C-terminus binding|regulation of growth|RNA splicing|response to organic substance|microtubule cytoskeleton|regulation of DNA replication|nuclear-transcribed mRNA catabolic process, nonsense-mediated decay|regulation of cell differentiation|negative regulation of epithelial to mesenchymal transition|positive regulation of protein serine/threonine kinase activity|mesoderm development|GABA receptor binding|protein phosphatase type 2A complex|regulation of cell adhesion|second-messenger-mediated signaling|negative regulation of cell growth|regulation of Wnt signaling pathway|inactivation of MAPK activity|mitotic nuclear envelope reassembly|negative regulation of tyrosine phosphorylation of Stat3 protein"
"ENSG00000113578","5",142592178,142698070,105893,105893,"protein_coding","protein binding|nucleus|cytoplasm|cytosol|signal transduction|nucleoplasm|positive regulation of GTPase activity|nucleolus|positive regulation of protein phosphorylation|positive regulation of ERK1 and ERK2 cascade|positive regulation of cell proliferation|cell differentiation|positive regulation of transcription from RNA polymerase II promoter|positive regulation of cell division|multicellular organism development|cell proliferation|extracellular region|cell cortex|phosphatidylinositol-mediated signaling|activation of MAPK activity|proteinaceous extracellular matrix|positive regulation of angiogenesis|extracellular space|protein tyrosine kinase activity|peptidyl-tyrosine phosphorylation|Ras guanyl-nucleotide exchange factor activity|MAPK cascade|positive regulation of epithelial cell proliferation|cellular response to heat|angiogenesis|integrin binding|growth factor activity|positive regulation of cell migration|activation of protein kinase B activity|heparin binding|positive regulation of MAP kinase activity|phosphatidylinositol-4,5-bisphosphate 3-kinase activity|regulation of phosphatidylinositol 3-kinase signaling|phosphatidylinositol phosphorylation|lung development|positive regulation of cholesterol biosynthetic process|fibroblast growth factor receptor signaling pathway|anatomical structure morphogenesis|positive regulation of endothelial cell migration|phosphatidylinositol-3-phosphate biosynthetic process|1-phosphatidylinositol-3-kinase activity|fibroblast growth factor receptor binding|regulation of endothelial cell chemotaxis to fibroblast growth factor|Hsp70 protein binding|organ induction|S100 protein binding|positive regulation of intracellular signal transduction|branch elongation involved in ureteric bud branching|mesonephric epithelium development|regulation of endothelial tube morphogenesis|positive regulation of sprouting angiogenesis"
"ENSG00000113580","5",143277931,143435512,157582,157582,"protein_coding","protein binding|cell cycle|mitotic nuclear division|cell division|nucleus|cytoplasm|microtubule organizing center|spindle|cytosol|cytoskeleton|metal ion binding|signal transduction|RNA binding|nucleoplasm|mitochondrion|regulation of transcription, DNA-templated|zinc ion binding|apoptotic process|transcription, DNA-templated|positive regulation of transcription from RNA polymerase II promoter|DNA binding|transcription factor activity, sequence-specific DNA binding|sequence-specific DNA binding|transcription from RNA polymerase II promoter|lipid binding|mitochondrial matrix|chromosome segregation|protein complex|covalent chromatin modification|steroid hormone mediated signaling pathway|steroid hormone receptor activity|transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding|transcription initiation from RNA polymerase II promoter|RNA polymerase II core promoter proximal region sequence-specific DNA binding|cellular response to steroid hormone stimulus|steroid hormone binding|glucocorticoid receptor signaling pathway|steroid binding|glucocorticoid mediated signaling pathway|glucocorticoid receptor activity|glucocorticoid-activated RNA polymerase II transcription factor binding transcription factor activity"
"ENSG00000113583","5",133955502,133968787,13286,13286,"protein_coding","membrane|integral component of membrane"
"ENSG00000113593","5",65563236,65587549,24314,24311,"protein_coding","nucleus|mRNA splicing, via spliceosome|mRNA processing|nucleoplasm|nuclear body|RNA splicing|spliceosomal complex|catalytic step 2 spliceosome|isomerase activity|peptidyl-prolyl cis-trans isomerase activity|protein peptidyl-prolyl isomerization|protein folding"
"ENSG00000113594","5",38474963,38608354,133392,120442,"protein_coding","plasma membrane|membrane|integral component of membrane|protein binding|extracellular exosome|receptor complex|positive regulation of cell proliferation|integral component of plasma membrane|extracellular region|extracellular space|cytokine-mediated signaling pathway|cell surface receptor signaling pathway|growth factor binding|cytokine receptor activity|response to cytokine|ciliary neurotrophic factor receptor binding|oncostatin-M-mediated signaling pathway|ciliary neurotrophic factor receptor activity|leukemia inhibitory factor receptor activity|oncostatin-M receptor activity|leukemia inhibitory factor signaling pathway|ciliary neurotrophic factor-mediated signaling pathway"
"ENSG00000113595","5",65589680,65625975,36296,36296,"protein_coding","membrane|protein binding|nucleus|cytoplasm|metal ion binding|nucleotide binding|transferase activity|extracellular exosome|viral process|ubiquitin-protein transferase activity|zinc ion binding|protein ubiquitination|Golgi apparatus|Golgi membrane|identical protein binding|endomembrane system|intracellular|small GTPase mediated signal transduction|GTPase activity|GTP binding|lysosomal membrane|lysosome|positive regulation of catalytic activity|enzyme activator activity|GDP binding"
"ENSG00000113597","5",65624716,65666233,41518,41518,"protein_coding","protein binding|cytosol|positive regulation of GTPase activity|membrane organization|Rab guanyl-nucleotide exchange factor activity"
"ENSG00000113600","5",39284262,39424868,140607,80299,"protein_coding","plasma membrane|membrane|integral component of membrane|cytosol|extracellular exosome|immune system process|innate immune response|integral component of plasma membrane|immune response|extracellular region|extracellular space|protein homooligomerization|cytolysis|complement activation, alternative pathway|regulation of complement activation|blood microparticle|complement activation, classical pathway|membrane attack complex|cell killing|hemolysis by symbiont of host erythrocytes|other organism cell membrane|other organism membrane"
"ENSG00000113615","5",134648789,134727823,79035,79035,"protein_coding","membrane|protein binding|cytoplasm|cytosol|transport|zinc ion binding|Golgi apparatus|Golgi membrane|endoplasmic reticulum|endoplasmic reticulum membrane|perinuclear region of cytoplasm|molecular_function|intracellular protein transport|protein transport|ER to Golgi vesicle-mediated transport|vesicle-mediated transport|positive regulation of protein secretion|antigen processing and presentation of exogenous peptide antigen via MHC class II|ER to Golgi transport vesicle membrane|COPII vesicle coating|positive regulation of cholesterol homeostasis|COPII vesicle coat|antigen processing and presentation of peptide antigen via MHC class I|regulation of low-density lipoprotein particle receptor biosynthetic process"
"ENSG00000113621","5",134873803,134901525,27723,27723,"protein_coding","membrane|integral component of membrane|cell redox homeostasis|cell"
"ENSG00000113638","5",40512333,40755975,243643,243643,"protein_coding","protein binding"
"ENSG00000113643","5",168486445,168519299,32855,32855,"protein_coding","membrane|protein binding|cytoplasm|cytosol|nucleotide binding|ATP binding|nucleoplasm|mitochondrion|tRNA binding|extracellular exosome|cadherin binding|aminoacyl-tRNA ligase activity|ligase activity|translation|tRNA aminoacylation for protein translation|arginine binding|aminoacyl-tRNA synthetase multienzyme complex|arginine-tRNA ligase activity|arginyl-tRNA aminoacylation"
"ENSG00000113645","5",168291651,168472303,180653,180653,"protein_coding","kinase binding|plasma membrane|membrane|protein binding|nucleus|cytoplasm|cytosol|cell projection|regulation of transcription, DNA-templated|negative regulation of transcription from RNA polymerase II promoter|transcription, DNA-templated|perinuclear region of cytoplasm|positive regulation of MAPK cascade|transcription coactivator activity|cell migration|protein complex|establishment of cell polarity|ruffle membrane|protein binding, bridging|hippo signaling|protein complex scaffold|negative regulation of hippo signaling|negative regulation of organ growth|regulation of intracellular transport|regulation of hippo signaling"
"ENSG00000113648","5",135333900,135399914,66015,65988,"protein_coding","protein binding|nucleus|chromosome|enzyme binding|nucleolus|extracellular exosome|nuclear chromosome, telomeric region|negative regulation of transcription from RNA polymerase II promoter|nuclear chromatin|condensed chromosome|chromatin binding|chromatin silencing|RNA polymerase II regulatory region sequence-specific DNA binding|DNA binding|transcription regulatory region DNA binding|negative regulation of histone H3-K4 methylation|covalent chromatin modification|protein heterodimerization activity|protein kinase binding|core promoter sequence-specific DNA binding|pericentric heterochromatin|positive regulation of gene expression, epigenetic|nucleosomal DNA binding|nuclear chromosome|positive regulation of keratinocyte differentiation|nucleosome assembly|chromatin|chromatin DNA binding|RNA polymerase II core promoter sequence-specific DNA binding|negative regulation of gene expression, epigenetic|regulation of gene expression, epigenetic|negative regulation of protein serine/threonine kinase activity|ESC/E(Z) complex|regulation of lipid metabolic process|nucleosome|rDNA binding|sex chromatin|protein serine/threonine kinase inhibitor activity|establishment of protein localization to chromatin|dosage compensation|negative regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter|Barr body|negative regulation of histone H3-K27 methylation|double-stranded methylated DNA binding|negative regulation of histone phosphorylation|positive regulation of maintenance of mitotic sister chromatid cohesion|negative regulation of cell cycle G2/M phase transition|regulation of response to oxidative stress|negative regulation of protein localization to chromosome, telomeric region"
"ENSG00000113649","5",146447311,146511961,64651,64650,"protein_coding","protein binding|nucleus|RNA binding|nucleoplasm|regulation of transcription, DNA-templated|negative regulation of transcription from RNA polymerase II promoter|transcription, DNA-templated|transcription from RNA polymerase II promoter|transcription coactivator activity|RNA polymerase II transcription corepressor activity|proline-rich region binding|RNA polymerase II repressing transcription factor binding"
"ENSG00000113657","5",147390811,147510056,119246,119246,"protein_coding","protein binding|cytoplasm|cytosol|cell projection|hydrolase activity|growth cone|extracellular space|protein homooligomerization|positive regulation of neuron projection development|negative regulation of cell migration|lamellipodium|exocytic vesicle|response to axon injury|SH3 domain binding|regulation of neuron projection development|negative regulation of neuron projection development|cell body|regulation of cell migration|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds|filamin binding|neuron development|actin filament bundle assembly|filamentous actin|positive regulation of filopodium assembly|actin crosslink formation|chondroitin sulfate binding|cellular response to cytokine stimulus"
"ENSG00000113658","5",136132845,136188747,55903,49890,"protein_coding","integral component of membrane|protein binding|nucleus|cytoplasm|cytosol|metal ion binding|signal transduction|nucleoplasm|regulation of transcription, DNA-templated|transforming growth factor beta receptor signaling pathway|protein phosphorylation|transcription, DNA-templated|positive regulation of transcription from RNA polymerase II promoter|DNA binding|transcription factor activity, sequence-specific DNA binding|transcription factor complex|positive regulation of transcription, DNA-templated|intracellular|ubiquitin protein ligase binding|protein complex|ossification|ureteric bud development|cardiac muscle contraction|positive regulation of osteoblast differentiation|SMAD protein signal transduction|bone development|signal transducer activity, downstream of receptor|cellular response to organic cyclic compound|germ cell development|erythrocyte differentiation|cartilage development|RNA polymerase II core promoter sequence-specific DNA binding|BMP signaling pathway|embryonic pattern specification|cellular response to BMP stimulus|Mullerian duct regression|SMAD protein complex|positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus|osteoblast fate commitment|transforming growth factor beta receptor, pathway-specific cytoplasmic mediator activity"
"ENSG00000113712","5",149492197,149551552,59356,59356,"protein_coding","membrane|kinetochore|protein binding|cell cycle|mitotic nuclear division|cell division|chromosome, centromeric region|condensed chromosome kinetochore|nucleus|chromosome|cytoplasm|centrosome|microtubule organizing center|cytosol|cytoskeleton|nucleotide binding|ATP binding|signal transduction|transferase activity|mRNA cleavage and polyadenylation specificity factor complex|kinase activity|phosphorylation|positive regulation of proteasomal ubiquitin-dependent protein catabolic process|protein kinase activity|protein serine/threonine kinase activity|protein phosphorylation|proteasome-mediated ubiquitin-dependent protein catabolic process|Wnt signaling pathway|negative regulation of canonical Wnt signaling pathway|nuclear speck|cell surface receptor signaling pathway|peptidyl-serine phosphorylation|cilium|Golgi organization|phagocytosis|beta-catenin destruction complex disassembly|intermediate filament cytoskeleton organization|beta-catenin destruction complex assembly|beta-catenin destruction complex|regulation of cell shape|regulation of GTP binding|keratin filament"
"ENSG00000113716","5",150000046,150053142,53097,53097,"protein_coding","nucleus|kinase activity|phosphorylation|cellular_component|biological_process|DNA binding"
"ENSG00000113719","5",172834275,172952685,118411,118411,"protein_coding","membrane|integral component of membrane|protein binding|transport|nucleoplasm|Golgi apparatus|intracellular membrane-bounded organelle|Golgi membrane|endoplasmic reticulum|endoplasmic reticulum membrane|ER to Golgi vesicle-mediated transport|vesicle-mediated transport|endoplasmic reticulum-Golgi intermediate compartment membrane|endoplasmic reticulum-Golgi intermediate compartment"
"ENSG00000113721","5",150113837,150155872,42036,42024,"protein_coding","plasma membrane|membrane|integral component of membrane|protein binding|nucleus|cytoplasm|nucleotide binding|ATP binding|signal transduction|transferase activity|enzyme binding|positive regulation of GTPase activity|kinase activity|phosphorylation|positive regulation of ERK1 and ERK2 cascade|extracellular exosome|focal adhesion|cell surface|positive regulation of cell proliferation|glycosaminoglycan biosynthetic process|apical plasma membrane|protein kinase activity|protein phosphorylation|protein autophosphorylation|response to toxic substance|transmembrane receptor protein tyrosine kinase signaling pathway|intracellular signal transduction|G-protein coupled receptor signaling pathway|multicellular organism development|phosphatidylinositol-mediated signaling|cell migration|negative regulation of apoptotic process|response to estrogen|cytoplasmic vesicle|protein tyrosine kinase activity|transmembrane receptor protein tyrosine kinase activity|peptidyl-tyrosine phosphorylation|Ras guanyl-nucleotide exchange factor activity|MAPK cascade|positive regulation of apoptotic process|response to hydrogen peroxide|response to estradiol|response to organic cyclic compound|protein kinase binding|aging|lysosome|male gonad development|positive regulation of phosphatidylinositol 3-kinase signaling|positive regulation of smooth muscle cell migration|positive regulation of cell migration|positive regulation of mitotic nuclear division|positive regulation of fibroblast proliferation|positive regulation of smooth muscle cell proliferation|regulation of actin cytoskeleton organization|receptor binding|response to retinoic acid|positive regulation of MAP kinase activity|phosphatidylinositol-4,5-bisphosphate 3-kinase activity|regulation of phosphatidylinositol 3-kinase signaling|phosphatidylinositol phosphorylation|response to lipid|chemotaxis|cell chemotaxis|lysosomal lumen|positive regulation of Rho protein signal transduction|wound healing|aorta morphogenesis|positive regulation of DNA biosynthetic process|platelet-derived growth factor receptor signaling pathway|intrinsic component of plasma membrane|response to hyperoxia|positive regulation of phospholipase C activity|positive regulation of calcium ion import|positive regulation of phosphatidylinositol 3-kinase activity|phosphatidylinositol 3-kinase binding|cellular response to platelet-derived growth factor stimulus|inner ear development|metanephric mesenchyme development|positive regulation of collagen biosynthetic process|response to fluid shear stress|vascular endothelial growth factor binding|platelet-derived growth factor receptor binding|platelet-derived growth factor binding|positive regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway|positive regulation of chemotaxis|positive regulation of reactive oxygen species metabolic process|negative regulation of platelet-derived growth factor receptor-beta signaling pathway|platelet activating factor receptor activity|platelet-derived growth factor beta-receptor activity|platelet-derived growth factor receptor-beta signaling pathway|positive regulation of phosphoprotein phosphatase activity|phosphatidylinositol metabolic process|retina vasculature development in camera-type eye|cardiac myofibril assembly|positive regulation of hepatic stellate cell activation|platelet-derived growth factor-activated receptor activity|cell migration involved in vasculogenesis|metanephric mesenchymal cell migration|positive regulation of cell proliferation by VEGF-activated platelet derived growth factor receptor signaling pathway|lung growth|cell migration involved in coronary angiogenesis|smooth muscle cell chemotaxis|metanephric glomerular mesangial cell proliferation involved in metanephros development|metanephric glomerulus morphogenesis|metanephric glomerular capillary formation|metanephric comma-shaped body morphogenesis|metanephric S-shaped body morphogenesis"
"ENSG00000113722","5",150166795,150184558,17764,17764,"protein_coding","protein binding|nucleus|regulation of transcription, DNA-templated|transcription, DNA-templated|cell differentiation|positive regulation of transcription from RNA polymerase II promoter|DNA binding|transcription factor activity, sequence-specific DNA binding|sequence-specific DNA binding|transcription from RNA polymerase II promoter|anterior/posterior pattern specification|multicellular organism development|transcription regulatory region DNA binding|animal organ morphogenesis|RNA polymerase II distal enhancer sequence-specific DNA binding|pattern specification process|transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding|bone morphogenesis|regulation of somitogenesis|anterior/posterior axis specification"
"ENSG00000113732","5",172983757,173035445,51689,51689,"protein_coding","membrane|integral component of membrane|transport|hydrolase activity|ion transmembrane transport|ion transport|endosome membrane|transporter activity|ATP hydrolysis coupled proton transport|regulation of macroautophagy|proton-transporting ATPase activity, rotational mechanism|insulin receptor signaling pathway|proton transport|transferrin transport|phagocytic vesicle membrane|vacuolar acidification|cell growth|hydrogen ion transmembrane transporter activity|phagosome acidification|proton-transporting V-type ATPase, V0 domain|ATPase coupled ion transmembrane transporter activity"
"ENSG00000113734","5",173144442,173164387,19946,19946,"protein_coding","membrane|integral component of membrane|protein binding|cytoplasm|transport|mitochondrion|apoptotic process|intracellular membrane-bounded organelle|endoplasmic reticulum|endoplasmic reticulum membrane|integral component of endoplasmic reticulum membrane|autophagy|negative regulation of apoptotic process|retrograde vesicle-mediated transport, Golgi to ER|nuclear envelope|vesicle-mediated transport|endoplasmic reticulum organization|execution phase of apoptosis|SNARE complex|SNAP receptor activity|endoplasmic reticulum membrane fusion"
"ENSG00000113739","5",173314713,173329503,14791,14791,"protein_coding","enzyme binding|response to oxidative stress|Golgi apparatus|endoplasmic reticulum|protein homodimerization activity|cellular response to hypoxia|perinuclear region of cytoplasm|regulation of store-operated calcium entry|extracellular region|response to endoplasmic reticulum stress|extracellular space|negative regulation of gene expression|heme binding|cellular calcium ion homeostasis|hormone activity|embryo implantation|response to peptide hormone|calcium ion homeostasis|response to vitamin D|endoplasmic reticulum unfolded protein response|negative regulation of multicellular organism growth|decidualization|regulation of hormone biosynthetic process"
"ENSG00000113742","5",173888280,173961976,73697,73697,"protein_coding","plasma membrane|postsynaptic density|membrane|cell junction|dendrite|synapse|postsynaptic membrane|protein binding|nucleus|cytoplasm|metal ion binding|nucleotide binding|RNA binding|nucleic acid binding|cell projection|endoplasmic reticulum|translation|neuron projection|mRNA 3'-UTR binding|ribosome binding|cellular response to amino acid stimulus|negative regulation of neuron apoptotic process|response to ischemia|cellular response to glucose starvation|translation factor activity, RNA binding|ionotropic glutamate receptor signaling pathway|cellular response to decreased oxygen levels|translation repressor activity, nucleic acid binding|negative regulation of cytoplasmic translation|messenger ribonucleoprotein complex"
"ENSG00000113749","5",175658030,175710756,52727,52727,"protein_coding","plasma membrane|membrane|integral component of membrane|signal transduction|signal transducer activity|integral component of plasma membrane|immune response|G-protein coupled receptor signaling pathway|G-protein coupled receptor activity|visual learning|memory|regulation of synaptic plasticity|epithelial cell morphogenesis|positive regulation of vasoconstriction|toxin transport|G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger|digestive tract development|histamine receptor activity|gastric acid secretion|gland development|histamine-induced gastric acid secretion|gastrin-induced gastric acid secretion"
"ENSG00000113758","5",177456608,177474401,17794,17794,"protein_coding","nervous system development|plasma membrane|membrane|cell junction|dendrite|protein binding|cytoplasm|actin cytoskeleton|cell projection|cell differentiation|growth cone|cell-cell junction|multicellular organism development|actin binding|cadherin binding|cell cortex|intracellular|actin filament organization|regulation of neuronal synaptic plasticity|regulation of dendrite development|maintenance of protein location in cell|actomyosin|gap junction|generation of neurons|profilin binding|neural precursor cell proliferation|cell communication by chemical coupling|cell communication by electrical coupling"
"ENSG00000113761","5",177022696,177081189,58494,58494,"protein_coding","protein binding|nucleus|cytoplasm|metal ion binding|RNA binding|nucleic acid binding|enzyme binding|nucleolus|zinc ion binding|positive regulation of apoptotic process|p53 binding|double-stranded RNA binding|intrinsic apoptotic signaling pathway by p53 class mediator"
"ENSG00000113763","5",176810477,176880895,70419,70419,"protein_coding","plasma membrane|membrane|integral component of membrane|signal transduction|cell projection|apoptotic process|multicellular organism development|axon guidance|membrane raft|neuronal cell body membrane|neuron projection development|intrinsic component of plasma membrane|anterior/posterior axon guidance|netrin-activated signaling pathway|neuron projection membrane"
"ENSG00000113790","3",185190624,185281990,91367,63475,"protein_coding","protein binding|cytosol|enzyme binding|catalytic activity|metabolic process|mitochondrion|oxidation-reduction process|oxidoreductase activity|lipid metabolic process|fatty acid metabolic process|peroxisome|fatty acid beta-oxidation|cellular lipid metabolic process|receptor binding|isomerase activity|peroxisomal matrix|lyase activity|long-chain-enoyl-CoA hydratase activity|enoyl-CoA hydratase activity|3-hydroxyacyl-CoA dehydrogenase activity|internal protein amino acid acetylation|dodecenoyl-CoA delta-isomerase activity"
"ENSG00000113810","3",160399274,160434962,35689,35689,"protein_coding","protein binding|cell cycle|mitotic nuclear division|cell division|nucleus|chromosome|cytoplasm|cytosol|nucleotide binding|ATP binding|nucleoplasm|protein heterodimerization activity|nuclear speck|meiotic chromosome segregation|mitotic sister chromatid segregation|chromosome organization|chromosome condensation|mitotic chromosome condensation|meiotic chromosome condensation|condensin complex|kinetochore organization"
"ENSG00000113811","3",53884410,53891988,7579,7579,"protein_coding","membrane|integral component of membrane"
"ENSG00000113812","3",53867066,53882202,15137,15137,"protein_coding","protein binding|cell cycle|mitotic nuclear division|cell division|nucleus|chromosome|centrosome|nucleotide binding|ATP binding|nucleoplasm|DNA repair|cellular response to DNA damage stimulus|regulation of transcription, DNA-templated|transcription, DNA-templated|DNA recombination|protein deubiquitination|chromatin remodeling|Ino80 complex"
"ENSG00000113838","3",186546073,186570543,24471,24471,"protein_coding","cytoplasm|microtubule organizing center|cytoskeleton|spindle pole|actin binding|cytoskeleton organization|maintenance of centrosome location|cell morphogenesis|regulation of cell migration|regulation of cell shape|spindle pole centrosome|maintenance of Golgi location"
"ENSG00000113845","3",119498532,119525090,26559,26559,"protein_coding","membrane|integral component of membrane|protein binding|nucleus|nucleoplasm|mitochondrion|mitochondrial inner membrane|mitochondrial membrane|mitochondrial respiratory chain complex I assembly"
"ENSG00000113851","3",3148992,3179710,30719,29700,"protein_coding","membrane|protein binding|nucleus|cytoplasm|metal ion binding|nucleolus|protein ubiquitination|proteasome-mediated ubiquitin-dependent protein catabolic process|negative regulation of protein homooligomerization|Cul4A-RING E3 ubiquitin ligase complex|positive regulation of protein homodimerization activity|negative regulation of ion transmembrane transport"
"ENSG00000113889","3",186717276,186743954,26679,26679,"protein_coding","plasma membrane|protein binding|extracellular exosome|zinc ion binding|inflammatory response|extracellular region|extracellular space|positive regulation of apoptotic process|regulation of blood vessel size|blood coagulation|platelet degranulation|platelet alpha granule lumen|heparin binding|blood microparticle|receptor binding|positive regulation of cytosolic calcium ion concentration|peptidase inhibitor activity|negative regulation of peptidase activity|negative regulation of endopeptidase activity|cysteine-type endopeptidase inhibitor activity|negative regulation of proteolysis|hemostasis|negative regulation of cell adhesion|vasodilation|negative regulation of blood coagulation|blood coagulation, intrinsic pathway"
"ENSG00000113905","3",186660216,186678240,18025,12289,"protein_coding","plasma membrane|protein binding|metal ion binding|extracellular exosome|zinc ion binding|negative regulation of cell proliferation|platelet activation|extracellular region|positive regulation of apoptotic process|heme binding|regulation of platelet activation|negative regulation of angiogenesis|angiogenesis|blood coagulation|platelet degranulation|regulation of gene expression|platelet alpha granule lumen|heparin binding|heparan sulfate proteoglycan binding|blood microparticle|regulation of actin cytoskeleton organization|receptor binding|chemotaxis|negative regulation of endopeptidase activity|negative regulation of cell adhesion mediated by integrin|serine-type endopeptidase inhibitor activity|cysteine-type endopeptidase inhibitor activity|immunoglobulin binding|hemostasis|regulation of peptidyl-tyrosine phosphorylation|negative regulation of cell adhesion|defense response to fungus|fibrinolysis|negative regulation of fibrinolysis|negative regulation of cell growth|heme transport|positive regulation of focal adhesion assembly|negative regulation of vascular endothelial growth factor signaling pathway|negative regulation of blood vessel endothelial cell migration|regulation of protein complex assembly|regulation of blood coagulation|positive regulation of immune response to tumor cell|negative regulation of lamellipodium assembly|positive regulation of blood vessel remodeling|negative regulation of endothelial cell chemotaxis|endolysosome"
"ENSG00000113916","3",187721377,187745727,24351,24351,"protein_coding","protein binding|nucleus|metal ion binding|regulation of transcription from RNA polymerase II promoter|nucleic acid binding|nucleoplasm|cellular response to DNA damage stimulus|regulation of transcription, DNA-templated|immune system process|inflammatory response|Golgi apparatus|identical protein binding|negative regulation of transcription from RNA polymerase II promoter|chromatin binding|transcription, DNA-templated|negative regulation of cell proliferation|negative regulation of transcription, DNA-templated|RNA polymerase II regulatory region sequence-specific DNA binding|DNA binding|transcription factor activity, sequence-specific DNA binding|sequence-specific DNA binding|positive regulation of neuron differentiation|regulation of GTPase activity|spermatogenesis|negative regulation of apoptotic process|regulation of cell proliferation|regulation of apoptotic process|negative regulation of isotype switching to IgE isotypes|positive regulation of apoptotic process|regulation of immune response|B cell differentiation|cell morphogenesis|actin cytoskeleton organization|positive regulation of histone deacetylation|replication fork|regulation of inflammatory response|intronic transcription regulatory region sequence-specific DNA binding|chromatin DNA binding|protein localization|protein import into nucleus, translocation|Rho protein signal transduction|transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding|germinal center formation|negative regulation of cell growth|erythrocyte development|positive regulation of B cell proliferation|negative regulation of Rho protein signal transduction|negative regulation of cell-matrix adhesion|regulation of germinal center formation|negative regulation of Notch signaling pathway|negative regulation of cell differentiation|positive regulation of cellular component movement|negative regulation of mast cell cytokine production|negative regulation of type 2 immune response|negative regulation of cellular senescence|negative regulation of B cell apoptotic process|type 2 immune response|regulation of memory T cell differentiation|negative regulation of T-helper 2 cell differentiation"
"ENSG00000113924","3",120628173,120682571,54399,54399,"protein_coding","protein binding|cytosol|metal ion binding|extracellular exosome|identical protein binding|oxidation-reduction process|oxidoreductase activity|dioxygenase activity|cellular amino acid metabolic process|tyrosine metabolic process|L-phenylalanine catabolic process|tyrosine catabolic process|homogentisate 1,2-dioxygenase activity"
"ENSG00000113946","3",190322541,190412143,89603,24272,"protein_coding","plasma membrane|membrane|integral component of membrane|cell junction|protein binding|transport|identical protein binding|ion transport|structural molecule activity|calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules|bicellular tight junction|magnesium ion transmembrane transporter activity|magnesium ion transmembrane transport|excretion|cellular metal ion homeostasis"
"ENSG00000113966","3",97764521,97801242,36722,36722,"protein_coding","plasma membrane|membrane|protein binding|cytoplasm|cytosol|cytoskeleton|metal ion binding|nucleotide binding|transport|cell projection|phospholipid binding|extracellular exosome|intracellular|protein transport|visual perception|response to stimulus|Wnt signaling pathway|brain development|small GTPase mediated signal transduction|regulation of smoothened signaling pathway|cell projection organization|cilium assembly|GTP binding|cilium|membrane coat|determination of left/right symmetry|axoneme|fat cell differentiation|retina layer formation|protein targeting to membrane|melanosome transport|protein localization to cilium|axonemal microtubule|BBSome|protein polymerization|intermembrane transport|protein localization to non-motile cilium"
"ENSG00000113971","3",132680609,132722442,41834,40815,"protein_coding","protein binding|cytosol|cell projection|extracellular matrix organization|lipid metabolic process|kidney development|photoreceptor cell maintenance|maintenance of animal organ identity|Wnt signaling pathway|negative regulation of canonical Wnt signaling pathway|cilium assembly|non-motile cilium assembly|cilium|ciliary base|establishment or maintenance of cell polarity|determination of left/right symmetry|regulation of Wnt signaling pathway, planar cell polarity pathway|lung development|epithelial cilium movement involved in determination of left/right asymmetry|heart looping|kidney morphogenesis|ureter development|atrial septum development|regulation of cAMP metabolic process|determination of pancreatic left/right asymmetry|convergent extension involved in gastrulation|determination of intestine left/right asymmetry|determination of stomach left/right asymmetry|determination of liver left/right asymmetry|regulation of planar cell polarity pathway involved in neural tube closure|ciliary inversin compartment"
